	author	comment
1716	PerDaniel Söderlind	VERY GOOD SONG ...WRITE MY SWEDICH SONG ...JAG VILL BO I DINA STEG ...BECACUSE OF ABBA TANKS
1717	Sana Alyan	I remrmber when i heared it i was youg and cried alot
1718	Victor Zavalishin	2022!!! Welcome!!! Happy New Year!!!
1719	Muharrem Sekmen	anlıyorum, anlaşılmıyorum, yollar, çok uzun,
1720	Borislav Zbucnovic	Abba Svedska zivot...
1721	Jeffers	Come on, No-ones listening. Let's get this re-leased
1722	Muharrem Sekmen	Hayır, tam olarak anlıyamıyorum, bir başka şey olmalı, bulamadığım bir şey,
1723	Robinson taguera	questa è la musica della mia infadolescenza
1724	coashddjj2	Who can't relate to this song?
1725	Christian DOBY	💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕
1726	Karen Aldred	I dont know how true it is but apparently angetha sang this song about her and her husband, he wrote it and got her to sing it, thats wot steve coogan said anyway
1727	Катя Хименко	I know it is about breaking up should be the end but for me it makes my christmas mood.dont knoe the logic maybe cause of music part.
1728	Владимир Изюмников	!!!!!!!!
1729	Muharrem Sekmen	Aralık'da sadece mesafeler var, belki gizemli iç'erden çıkış,
1730	SpeedrunsAndMemes	Better call Saul!
1731	Muharrem Sekmen	, aşk'tan mı bahsediliyor, hangi an'dan, Zaman'da, anlıyamıyorum,
1732	Devon	Tien juni zijn me groot ouders overleden Aan kanker ze zijn samen gegaan dit liedje was hun favoriet en hun doel bomma bompa jullie hebben gewonnen jullie hebben me veel geleerd ook al ben ik soms een rebel maar een rebel draag hun ouders en groot ouders op handen en heb ik jullie veel geneart van de raad dat jullie haven maar ik beloof ik maak jullie trots dat heb ik belooft bedankt voor alles en dat jullie me een goeie mama gaf ik hoop dat ik jullie ooit weer zie ook al ben ik niet gelovig dankje voor alles you never walk alone love you bomma bompa
1733	Muharrem Sekmen	, yakın küçük sonsuzlarda belkide,
1734	Rabia	McGill brothers...
1735	Breno Gott	"Música linda. Mas aos 1:44... ""Vá lavar seu 👌🏻""..."
1736	Richard Jentetics	am was 8 or something 🤔😊✌❤
1737	Fabrice DEMANET	beauty agnetha
1738	ALain deloinn	Merci
1739	Kelly Polizzi	lol@the brunette having to stand in the background silent and swaying the whole time.
1740	Марина Юрьевна	ВМЕСТЕ ЖИЗНЬ СЕЙЧАС.
1741	Fawad Majidi	YouTube ❤
1742	MUHARREM SEKMEN	BENDEN GELEN HERŞEY YALAN.
1743	MUHARREM SEKMEN	EKSİ SIFIR ARTI SIFIR SONUÇ YİNE SIFIRDIR. BU SAÇMALIKTIR.
1744	MUHARREM SEKMEN	AŞKH KURTARMS
1745	MUHARREM SEKMEN	LAUBALİLİK İMADIR.
1746	Marc Si	Ohh it s m'y life
1747	Papoula	Vim do plágio voz da verdade
1748	Žaneta Štefancová	Je mi z vás všetkých zle Prestalo ma to tu baviť
1749	MUHARREM SEKMEN	ŞEYTANIN IZDIRAP ACISINA BİRDE KAHIR ACISI EKLENİR. SONUNDA ŞEYTAN AZAPTAN YOK OLUR. BİR ŞEY YAPAR YAPAMAZ BUNU MELEK VE MELEKELERİN KURTULUŞU İÇİN YAPAMAZ.
1750	Reiner Hartke	Besser geht nicht.
1751	Mario Gatti	Meryll Streep vatti a nascondere. Impara come si canta questa canzone da una che è la prova vivente che Dio esiste ..... Grazie Agnetha.
1752	joeffrey pumares	bigla akung natuwa narinig ko ito almost 6 years din aku nagtiis sa work ko andaming tupperware marites memosa sipsip crab mapanakit etc now i resign
1753	MUHARREM SEKMEN	ŞEYTAN GERÇEKTE MELEK SEVER. MELEKLER SAFOLUR. ŞEYTAN MELEKLERE KURBAN OLUR. BÖYLE KADERE ŞEYTAN LANET EDER.
1754	LEGO PINOY BOY	OG
1755	Kdevin Turner	There are some beautiful things from Sverige. Who is KORG?
1756	MUHARREM SEKMEN	HEP MANTIKSIZ KONUŞMUYORSUN.
1757	Javy	AND HIS NAME IS SAUL GOODMAN
1758	Сергей Д	Україна понад усе
1759	Dirk Petersen	So the Life will us f... everyday. But you got everyday to take another Chance
1760	MUHARREM SEKMEN	SÜREÇ CIRRONOS TUR. SÜREÇ KENDİNE DÖNÜKTÜR. SÜREÇ ÖZNE DİR. CIRRONOS ÖZNE DİR. SÜREÇ KENDİNDE AKAR. SÜREÇ ÖZNEDİR. CIRRONOS ÖZNEDİR. SÜREÇ KENDİNDE AYNIDIR.
1761	captain howdy	I spawned 2 years after this trainwreck of a music song
1762	onomotopeia	building me a wall
1763	mislyizgalavy	++++
1764	Bareq Al-Ithawi I بارق العيثاوي	Coming from Better Call Saul
1765	Muharrem Sekmen	again I am knowing, a curse is ignorance,
1766	MUHARREM SEKMEN	SÜREÇ TİMES TİR. SÜREÇ CIRRONOSTUR TUR.
1767	MUHARREM SEKMEN	SR VERİLMİYOR TUTACAKSIN.
1768	ANA paula	❤️❤️❤️❤️❤️😘😘😘🤗❤️❤️❤️❤️🙏🙏🙏🙏🌹🌹😘😘
1769	Margaux MILLER	I love it f-ing legends gougougagaproutprout
1770	MUHARREM SEKMEN	KOAİS BİLİNMEZ BİRMİ
1771	MUHARREM SEKMEN	BU ONURDUR.
1772	MUHARREM SEKMEN	HAYIR HİÇ MANTIKSIZ KONUŞMUYORSUN.
1773	leo270480	scrivete in ITALIANO CHE NUN VE CAPIMO...COMUNQUE GRANDE CANZONE
1774	Hari Purwanto	I was 9
1775	Игорь Бабошин	Лапочка мая
1776	Игорь Бабошин	Лапочка мая
1777	Yoan Manurip	😢😢😢😢😢
1778	HASSAN DOUKKALI	un vainqueur est le Seigneur fils de Marie au sens où il n'a pas de père humain
1779	JAMESBONG100	They say she’s a man!
1780	MUHARREM SEKMEN	KONUM IRAKTA AÇIKTIR YAKINDA KAPALI.
1781	Angry Bunny	“HHM you righting this down?”
1782	marius sferle	music not noise
1783	Paul Joseph Franklin	Song is sad asf
1784	Trey Graham	Only a few months until Kim Wexler is disappeared by the vacuum man to this song
1785	Сергей Д	Україна
1786	MUHARREM SEKMEN	BENDE SAYILARLA KONUŞUYORUM.
1787	La Rocker	💔
1788	Reny Mah	💔
1789	Patrick Freber	Ich liebe dich
1790	Ronald Johnston	Golly Gee Whiz... I love this song, but I do not like pirates of music and I ask you 'skv90s'... do you have permission to post this?
1791	stej enli	пройдемо зиму, що два пальця..
1792	Queen Rainbow,aka,Muma Bear	Biter Cheating Husband,Ran of With Second Wife ,I Watched My Single Mum Work ,Put Herself Through Yr12,,My Mum Was Almost Famous And I was Too But I Hate Society,U Don't Deserve Beautiful Woman
1793	Muharrem Sekmen	I May have made A mıstake, but
1794	Videoteca D'Angelista	Thanx Jimmy
1795	MUHARREM SEKMEN	BEN TANIMSIZIM.
1796	имя видят все	Ich Liebe Dich maine Leibe..Elsie💜💜💜
1797	MUHARREM SEKMEN	SON ÇOCUK BULUNUR MU.
1798	Александр Потетинов	не знаю этот язык,набираю по заглавным, Ютуб отзывается,. Благодарность что эти песни сохранили.!!!!!!!!!
1799	Ashy bashy	Love this song they really had good variety in those times
1800	Renata Kuličková	Pravdivá písnička ze života krásná
1801	Ия Френкель	Great, amazing, unforgettable ❤️❤️❤️
1802	Henrique Amorim Oliveira	Amo amo amo!!!
1803	Ken L W 	Absolutely beautiful.
1804	polk high	what a masterpiece... its always heartache see rumors :)
1805	petotos123 petotos123	Čím to jest? Proč umělci odcházejí? Proč se kapely rozcházejí. Nevidím dnes žádnou kapelu, žádného umělce který by byl na takové úrovni jako za starých časů. Objeví se jen zřídka takový umělci jako za starých dob. ABBA je úžasná. Prostě, tenkrát byla hudba orginální. Dnes je hudba mezi sebou velmi podobná. Proto jenom posloucham tyto staré kapely, tyto staré umělce. Dobré skladby. Je to nádhera.
1806	Iga Kowalska	I love it
1807	Rosario Coppola	Emozioni semplici e indimenticabili.
1808	Bernie	This has got to be their best song doesn't it?
1809	Rob	They got it right!
1810	J W	Best ending to a game of monopoly I ever had 😆
1811	Jighish Jigh	Super song she is a legend
1812	Dean J	Music just doesn't get better than this...
1813	Aleandro Gerrero	Q vuelvan yaaaa !!!
1814	Катя М	💥💥💥👏👏👏👏👏👏
1815	seth marmita	Very emotional song,, its a true story of the Abbas,, failed marriage,, soo sad...
1816	Syd Alan	"""The winner takes it all"", you know a man(from western civilization) wrote this song!"
1817	Valeri Iliev	MUSIK FÜR IMMER UND EWIG!
1818	Alan Lee	What a fucking incredible voice
1819	Sanh Sands	Beautiful song. But it breaks my heart that ABBA has to break up.
1820	Muharrem Sekmen	Belki uyurken başlatıcı bir ses, bir aşk arzusu, belki,
1821	Jack Akopyan	Love is the best and worst part of life. A broken heart I would not wish on my worst enemy. Advice to people who never fell in love. Be very very cautious when it comes to love.
1822	Lionel Vaubourgoin	J adore
1823	コツギ	Songs like this makes me wish the world was ending so that I can enjoy it for once, But that's not what this song is about lol, to me, It sounds like someone's world feeling like it has already ended
1824	Szinti John	❤❤❤
1825	Muharrem Sekmen	Gözyaşlarım yine kendime değil, belki yokolmanın srrına.
1826	Ramòn X Teràn	Musica música y más música.
1827	Jose Mendes	Le plus grand groupe au monde
1828	andy peters	very sad song of em all! (ABBA knows get to the heart)
1829	Carola Koch	All my Family love Abba and friends
1830	Fad94 Gamila	❣️😍❣️
1831	Jaanika Pukovski	♥️♥️♥️
1832	Candido Campeti	Minuto 3:54, indimenticabile.
1833	MUJTABA S	Oh lovely song
1834	Muharrem Sekmen	Belki sürer, belki hayır, belki emrindedir, hakeder belki,
1835	Lluc E	15 de Noviembre de 2021, era de esa época pero ni había nacido, alivia el corazón ❄️
1836	Earthwisdom	My beautiful White sister, has the voice of an angel
1837	Sadeh Sadeh	i love all of your sings.since i was in high scholl
1838	anonymous	i just found out what does ABBA stand for lol
1839	Елена Русанова	♥️
1840	tgracebaby	Please add lyrics in the description box
1841	Рахат Жайлаубаев	Прощальный марш!!! Так уйти???
1842	nikko	Must be painful for her to sing this song.
1843	Jochen Forster	Wie kann man nur den Daumen nach unten machen? Kein Respekt vor den besten Musikern/Künstlern was es je gibt...die 70 er bis Ende 80 er Jahre wird es niemehr geben. Es sind schon einige gute Musiker gestorben die letzten Jahre.
1844	Jonathan Swift	ThanQ for the music
1845	Fats MuffinEater	It's all good man.
1846	indiemystery	Thumbs for Frida standing still on the background
1847	Fabien G Roméo	Le gagnant emporte tout... Que dois je comprendre ?? ✨✌️💖
1848	Иван Шильнов	Пострел...
1849	Muharrem Sekmen	Belki unıversa, belki, evrensel, belki şeker,
1850	Susanna Lam	I feel so sad for Agnetha
1851	Jimmy Olsen	What a dead crowd if I was there I Would give a rousing standing ovation
1852	Guy Michel	Poor Frida. Just standing there!
1853	Елена Шульдинер	Serious song...full of inner tears and pain
1854	Francis Jugo	Beautiful Agnetha.
1855	Jula Trufanava	------------ компоновка в студии )))))) Нет живого исполнения ! )) ---------------------------------------------
1856	indiemystery	SORRY but i always LAUGH when i see Frida standing on the background
1857	Виктор Ткаченко	Боже, Агнетта, какая ты сексуальная, нежная, больше такой нет!
1858	Claudia Restano	🌊❤❤
1859	Donald Ellison	I’m here because of this pandemic.
1860	Muharrem Sekmen	Perhaps, the love is transformation,
1861	Kevin Jokipii	"2:59 ""Spectators of the show"" (points to Frida) OUCH"
1862	Muharrem Sekmen	Perhaps, the love is freedom, necessity, difficulty,
1863	Muharrem Sekmen	Belki bir tükeniş, belki bir,
1864	Mikhail Letuchikh	Бен Андерсон forever
1865	Jonathan Swift	Q uality
1866	Tri Hasta	end : yr 2000 start : yr 2001
1867	Muharrem Sekmen	Yes, the love is exist, but while,
1868	Cleber Bruce	Wanessa Camargo brought me here!
1869	Muharrem Sekmen	Belki, aşırı, belki , kır, belki, sırr
1870	Muharrem Sekmen	Belki, secret, belki pırrobılıty, belki(secret), belki, cronos(Süre), belki sırr,
1871	Cavid Bedirov	ABBA SiZ DAHiSiz
1872	Muharrem Sekmen	Undersanting, the loves, unknowen , but why
1873	Alan Lee	My god
1874	Viking PG3D	I never really understand why did they divorce even looking on internet it dosen’t help
1875	Olivia Dressler	3.14 I am always the winner maybe a little worn
1876	bwtv147	Not at all like Taylor Swift's hits about how awful her latest ex is, but I guess Taylor Swift's hits aren't written by her latest ex..
1877	Samkelisiwe Jennet Gina	I never learn.😡
1878	Бибиджан Гапуова	Когда поет Роза Куанышевна ABBA отдыхает!
1879	Muharrem Sekmen	The Chrronos.
1880	Muharrem Sekmen	Do not set love.
1881	Kerstin Wassermann	Ein sehr emotionalers Lied. Wie konnte Björn diese Frau aufgeben..... Unbegreiflich, zumal Kinder im Spiel waren. Fühlt er sich besser an der Seite, seiner jetzigen alten Senfgurke?
1882	Muharrem Sekmen	Truth, syıstemes
1883	Luis Ryko	:(
1884	Muharrem Sekmen	I am know, can not be without me, everyting,
1885	Huw Zebediah Thomas	👍 Aggie. 😎 x - x ~~~~~~ X 🙂
1886	Have Good	manahasen tundem arrokater aamst unde gaet thoel!
1887	Candra Arisudono	pozwolenie na dzielenie się sir
1888	Muharrem Sekmen	a paradox, then, is caos,
1889	Ahmed Mujtaba Sumra	Better cal saul
1890	Muharrem Sekmen	Perhaps, love, loves, to feel, feeling,
1891	Queen Rainbow,aka,Muma Bear	And Actually My Mum Was Prettier
1892	Jan Briggs	I WILL VISIT. AUSTRALIA.
